City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
284,margaret river,-33.95,115.0667,64.87,58,0,10.04,AU,1709169984
285,north bend,43.4065,-124.2243,55.24,87,100,11.5,US,1709170192
286,valparaiso,-33.0393,-71.6273,71.01,67,0,3.44,CL,1709170192
287,belo sur tsiribihina,-19.7,44.55,76.28,94,100,4.23,MG,1709170192
288,fort st. john,56.2499,-120.8529,10.29,67,75,4.61,CA,1709170192
289,las heras,-46.5419,-68.9359,65.03,33,2,12.68,AR,1709170193
290,iranshahr,27.2025,60.6848,60.78,79,95,5.39,IR,1709170193
291,santa cruz,-17.8,-63.1667,78.26,83,1,5.75,BO,1709170098
292,nantucket,41.2835,-70.0995,51.85,100,100,27.63,US,1709170193
293,conde,-7.2597,-34.9075,76.46,94,40,5.75,BR,1709170193
294,dorado,18.4588,-66.2677,78.69,88,12,1.01,PR,1709169955
295,thunder bay,48.4001,-89.3168,4.98,47,0,8.05,CA,1709170047
296,chimbarongo,-34.7,-71.05,77.88,38,0,2.21,CL,1709170194
297,kuala belait,4.5833,114.1833,84.36,83,100,2.35,BN,1709170194
298,novodvinsk,64.4165,40.8122,33.55,98,47,4.23,RU,1709170195
299,tolanaro,-25.0319,46.9987,77.07,94,40,9.22,MG,1709170195
300,kaka,37.3482,59.6143,34.29,52,91,4.03,TM,1709170195
301,boqueirao,-7.5,-36.1333,74.75,77,98,3.29,BR,1709170195
302,gorgoram,12.6398,10.7039,81.68,17,22,8.05,NG,1709170196
303,villa gesell,-37.2639,-56.973,71.06,80,36,17.16,AR,1709170196
304,plouguerneau,48.6,-4.5,52.45,93,100,18.41,FR,1709170196
305,kovdor,67.5662,30.4758,27.54,90,99,13.44,RU,1709170196
306,gbarnga,6.9956,-9.4722,73.54,98,100,3.18,LR,1709170196
307,al kharj,24.155,47.3346,54.18,65,0,9.26,SA,1709170197
308,hita,33.3167,130.9333,46.08,94,100,3.94,JP,1709170197
309,santa ana,33.7456,-117.8678,70.86,71,20,9.22,US,1709170019
310,lycksele,64.5954,18.6735,29.43,93,87,4.61,SE,1709170197
311,vel'sk,61.0701,42.0983,31.26,92,100,11.01,RU,1709170197
312,zemio,5.0314,25.1361,72.05,50,12,0.63,CF,1709170198
313,lake charles,30.2131,-93.2044,60.8,47,75,14.97,US,1709169904
314,zhangjiajie,29.1294,110.4783,38.82,98,100,2.95,CN,1709170198
315,hastings,50.8552,0.5729,52.12,97,100,21.72,GB,1709170178
316,chibougamau,49.9168,-74.3659,1.02,78,100,25.32,CA,1709170198
317,as sulayyil,20.4607,45.5779,62.85,25,19,12.3,SA,1709170199
318,mana,5.6592,-53.7767,78.55,75,13,9.75,GF,1709170199
319,kudahuvadhoo,2.6708,72.8944,81.84,74,100,6.85,MV,1709170199
320,fort wellington,6.4,-57.6,78.85,75,34,11.92,GY,1709170199
321,birao,10.2849,22.7882,75.94,18,10,7.65,CF,1709170199
322,yelizovo,53.1873,158.3805,23.14,73,100,15.99,RU,1709170200
323,melfi,40.9965,15.6514,56.5,78,100,11.72,IT,1709170200
324,georgetown,5.4112,100.3354,82.35,61,20,6.91,MY,1709170200
325,linden,6.0,-58.3,75.47,82,100,4.54,GY,1709170200
326,beolgyo,34.8449,127.3429,41.04,89,100,8.97,KR,1709170201
327,port douglas,-16.4833,145.4667,82.13,85,96,12.62,AU,1709170201
328,laurentides,46.4334,-74.9826,26.71,81,100,15.48,CA,1709170201
329,igoumenitsa,39.5039,20.2656,61.66,74,100,7.87,GR,1709170201
330,serhiyivka,46.0272,30.3768,41.99,87,58,7.02,UA,1709170202
331,yemva,62.59,50.8594,22.33,98,99,2.26,RU,1709170203
332,nova vicosa,-17.8919,-39.3719,78.76,86,36,10.33,BR,1709170203
333,uturoa,-16.7333,-151.4333,83.95,73,22,7.07,PF,1709170204
334,abepura,-2.6333,140.5833,85.01,74,20,4.61,ID,1709170205
335,malinyi,-8.9333,36.1333,71.69,99,100,0.45,TZ,1709170205
336,gobernador virasora,-28.05,-56.0333,69.78,97,100,4.16,AR,1709170206
337,pacocha,-17.5833,-71.3333,72.07,86,97,4.41,PE,1709170206
338,cururupu,-1.8283,-44.8683,73.38,99,100,1.9,BR,1709170206
339,nchelenge,-9.3451,28.734,67.91,95,100,7.29,ZM,1709170206
340,reggane,26.7158,0.1714,55.33,31,0,7.25,DZ,1709170207
341,selfoss,63.9331,-20.9971,18.05,66,96,7.96,IS,1709170207
342,ji'an,27.1172,114.9793,41.94,96,100,8.32,CN,1709170208
343,at taj,24.2049,23.2857,62.55,16,0,11.12,LY,1709170208
344,sultanah,24.4926,39.5857,63.05,39,0,13.8,SA,1709170208
345,trairi,-3.2778,-39.2689,76.51,89,100,2.66,BR,1709170052
346,mount gambier,-37.8333,140.7667,73.89,44,100,8.46,AU,1709170209
347,luderitz,-26.6481,15.1594,60.98,93,34,1.41,NA,1709170209
348,san vicente,-26.6167,-54.1333,69.31,99,97,0.65,AR,1709170210
349,kovalam,8.3667,76.9967,78.89,69,20,3.44,IN,1709170210
350,peterhead,57.5058,-1.7981,50.4,69,100,22.7,GB,1709170210
351,kalmunai,7.4167,81.8167,79.74,80,99,10.67,LK,1709170211
352,hede,33.7681,120.2517,39.6,94,100,19.98,CN,1709170212
353,viedma,-40.8135,-62.9967,64.2,46,11,5.75,AR,1709170212
354,montepuez,-13.1256,38.9997,69.24,98,100,7.02,MZ,1709170223
355,rafah,31.287,34.2595,58.28,41,0,9.28,PS,1709170223
356,nuku'alofa,-21.1333,-175.2,88.14,84,40,8.05,TO,1709170223
357,rio gallegos,-51.6226,-69.2181,57.25,54,0,13.8,AR,1709170224
358,lagoa,39.05,-27.9833,57.88,67,100,21.39,PT,1709170224
359,palmer,42.1584,-72.3287,53.38,84,100,19.57,US,1709170087
360,lammi,61.0833,25.0167,26.82,97,49,5.46,FI,1709170234
361,nikol'sk,53.7189,46.0712,15.48,86,100,9.04,RU,1709170235
362,weno,7.4515,151.8468,81.21,75,100,24.38,FM,1709170235
363,dolores,-36.3132,-57.6792,70.86,64,0,7.67,AR,1709170235
364,crane,31.3974,-102.3501,42.39,44,100,12.77,US,1709170235
365,mega,4.05,38.3,66.88,68,95,1.23,ET,1709170236
366,borzya,50.3833,116.5167,-5.35,92,57,7.18,RU,1709170236
367,brezina,33.0989,1.2608,40.24,66,30,19.28,DZ,1709170236
368,boromo,11.75,-2.9333,90.34,34,100,4.09,BF,1709170236
369,ilebo,-4.3167,20.5833,70.32,99,77,0.67,CD,1709170237
370,vanino,49.0869,140.2543,10.92,72,97,2.8,RU,1709170244
371,necochea,-38.5473,-58.7368,63.48,83,9,9.93,AR,1709170244
372,preobrazheniye,42.9019,133.9064,32.2,86,98,4.76,RU,1709170245
373,nadym,65.5333,72.5167,11.3,93,49,12.3,RU,1709170028
374,vilyuysk,63.7553,121.6247,-11.99,96,62,4.0,RU,1709170246
375,broken hill,-31.95,141.4333,94.93,27,81,4.76,AU,1709170246
376,kananga,-5.8958,22.4178,69.87,97,100,2.33,CD,1709170247
377,tyukhtet,56.5389,89.3011,17.01,87,100,14.88,RU,1709170248
378,acarau,-2.8856,-40.12,76.68,88,65,2.68,BR,1709170248
379,pangody,65.85,74.4859,15.13,95,96,10.87,RU,1709170249
380,winnipeg,49.8844,-97.147,0.03,71,20,1.14,CA,1709170250
381,dunedin,-45.8742,170.5036,61.81,73,27,5.01,NZ,1709170250
382,parkes,-33.1333,148.1833,101.35,25,34,1.01,AU,1709170251
383,dazhong,33.1997,120.4578,44.02,97,100,13.06,CN,1709170251
384,moab,38.5733,-109.5498,44.65,29,0,4.05,US,1709170122
385,karratha,-20.7377,116.8463,94.84,35,45,14.43,AU,1709170252
386,kavieng,-2.5744,150.7967,84.36,75,27,6.22,PG,1709170252
387,knyazhichi,50.4627,30.7837,41.9,67,100,8.43,UA,1709170252
388,portland,45.5234,-122.6762,53.62,88,100,14.97,US,1709169408
389,tharangambadi,11.0319,79.8528,77.18,77,100,8.52,IN,1709170253
390,haiku-pauwela,20.9219,-156.3051,77.25,70,20,20.71,US,1709170253
391,ad dilam,23.9915,47.1627,54.01,66,0,9.31,SA,1709170254
392,wajir,1.7471,40.0573,80.8,59,1,13.47,KE,1709170255
393,bamyan,34.75,67.25,21.94,94,100,6.02,AF,1709170255
394,paka,4.6374,103.4368,78.73,83,40,2.3,MY,1709170256
395,bonthe,7.5264,-12.505,78.44,93,87,7.18,SL,1709170256
396,nizhneudinsk,54.9076,99.0276,9.75,86,100,3.69,RU,1709170109
397,hammerfest,70.6634,23.6821,36.05,64,95,8.05,NO,1709170256
398,pisco,-13.7,-76.2167,74.01,83,20,17.27,PE,1709170257
399,kinablangan,7.6947,126.5503,79.21,88,93,10.29,PH,1709170257
400,grants,35.1473,-107.8514,44.83,12,0,4.61,US,1709170258
401,novoorsk,51.381,58.9813,20.05,82,11,4.56,RU,1709170259
402,yemetsk,63.4721,41.7941,30.4,97,100,3.67,RU,1709170259
403,rongelap,11.1635,166.8941,79.27,78,100,18.1,MH,1709170260
404,sandwip,22.4678,91.4561,68.04,57,0,6.17,BD,1709170260
405,floro,61.5996,5.0328,42.87,75,100,25.32,NO,1709170261
406,aykhal,66.0,111.5,1.51,96,100,7.49,RU,1709170262
407,pasni,25.2631,63.471,70.97,68,0,4.34,PK,1709170263
408,sao felix do xingu,-6.6447,-51.995,72.66,98,100,1.72,BR,1709170263
409,capinopolis,-18.6819,-49.5697,81.57,50,90,3.53,BR,1709170264
410,akjoujt,19.6969,-14.4164,69.96,22,66,11.27,MR,1709170265
411,nurdagi,37.1773,36.7419,35.58,60,9,1.32,TR,1709170265
412,nenjiang,49.1833,125.2167,3.51,89,100,4.68,CN,1709170265
413,chebba,35.2372,11.115,55.4,62,9,9.51,TN,1709170266
414,aksu,41.1231,80.2644,30.13,67,98,4.74,CN,1709170266
415,mezhdurechensk,53.6942,88.0603,7.84,94,100,3.58,RU,1709170266
416,sibolga,1.7427,98.7792,83.75,68,100,2.08,ID,1709170267
417,lata,40.1629,-8.3327,48.07,98,91,1.05,PT,1709170267
418,kununurra,-15.7667,128.7333,80.58,94,100,5.75,AU,1709170043
419,tual,-5.6667,132.75,83.79,75,100,8.19,ID,1709170268
420,puerto baquerizo moreno,-0.9,-89.6,78.3,80,69,10.0,EC,1709170269
421,antsiranana,-12.2787,49.2917,76.89,91,99,1.45,MG,1709170270
422,tchintabaraden,15.8969,5.7985,76.41,15,0,7.09,NE,1709170270
423,padangsidempuan,1.3667,99.2667,78.66,84,100,5.03,ID,1709170270
424,la passe,45.5549,-0.8967,50.23,95,100,7.18,FR,1709170271
425,manga,11.6636,-1.0731,85.6,12,8,2.62,BF,1709170271
426,broome,42.2506,-75.833,36.32,78,100,15.01,US,1709170272
427,santiago,-33.4569,-70.6483,78.28,51,0,10.36,CL,1709170239
428,totness,5.8833,-56.3167,79.03,76,7,11.72,SR,1709170272
429,bontang,0.1333,117.5,84.47,70,100,10.04,ID,1709170272
430,jertih,5.7336,102.4897,83.89,57,100,1.95,MY,1709170273
431,kennebunk,43.384,-70.5448,56.32,98,100,10.0,US,1709170273
432,davangere,14.4667,75.9167,71.87,43,80,6.51,IN,1709170273
433,kataba,13.9833,44.3833,60.64,69,5,1.52,YE,1709170273
434,guankou,28.15,113.6333,39.0,97,100,2.57,CN,1709170274
435,nyurba,63.2842,118.3319,-5.75,96,87,6.53,RU,1709170274
436,jinghong,21.991,100.7341,75.97,34,1,2.06,CN,1709170274
437,kokoda,-8.8785,147.7407,86.27,76,96,3.69,PG,1709170274
438,upington,-28.4478,21.2561,80.98,28,0,5.75,ZA,1709170275
439,praia da vitoria,38.7333,-27.0667,59.25,82,75,21.56,PT,1709170275
440,nguigmi,14.2495,13.1092,79.57,19,1,9.26,NE,1709170275
441,sinop,41.7711,34.8709,46.24,51,1,5.37,TR,1709170275
442,oamaru,-45.0784,170.9801,59.38,84,49,16.89,NZ,1709170276
443,sonoita,31.85,-112.8333,60.26,64,59,3.33,MX,1709170277
444,springfield,37.2153,-93.2982,35.19,47,0,3.44,US,1709169571
445,maun,-19.9833,23.4167,69.84,54,0,11.83,BW,1709170278
446,slavyanka,42.8633,131.3847,31.3,63,79,5.61,RU,1709170280
447,hami,42.8,93.45,24.42,38,0,2.1,CN,1709170281
448,borogontsy,62.6683,131.1683,-12.96,97,100,0.54,RU,1709170282
449,follonica,42.9263,10.7616,62.51,74,39,11.59,IT,1709170282
450,seminole,28.7086,-81.2081,76.24,70,75,9.22,US,1709170063
451,fairbanks,64.8378,-147.7164,-0.78,56,20,0.0,US,1709170096
452,areka,7.0667,37.7,65.1,79,100,1.9,ET,1709170282
453,bhuj,23.2667,69.6667,68.67,39,0,4.68,IN,1709170229
454,bay roberts,47.5999,-53.2648,42.26,86,100,5.01,CA,1709170285
455,kokkola,63.8385,23.1307,33.04,94,100,13.8,FI,1709170285
456,nema,57.5067,50.5011,21.0,92,100,9.62,RU,1709170286
457,gulf shores,30.246,-87.7008,68.05,62,100,13.8,US,1709170286
458,ketchikan,55.3422,-131.6461,35.58,80,40,4.61,US,1709170287
459,ramshir,30.8946,49.4092,47.95,40,31,8.34,IR,1709170288
460,kangding,30.0513,101.9603,40.06,61,69,3.04,CN,1709170289
461,san rafael,-34.6177,-68.3301,74.39,63,7,9.08,AR,1709170289
462,san antonio de pale,-1.4014,5.6325,82.45,80,91,5.91,GQ,1709170290
463,conduaga,8.862,117.4893,87.04,56,96,5.99,PH,1709170291
464,kapa'a,22.0752,-159.319,75.52,80,20,17.27,US,1709170291
465,luena,-11.7833,19.9167,61.95,95,88,1.5,AO,1709170292
466,kapuskasing,49.4169,-82.4331,-3.91,77,75,14.97,CA,1709170293
467,torbat-e heydariyeh,35.274,59.2195,26.24,59,100,8.9,IR,1709170293
468,brush,40.2589,-103.6238,44.4,35,0,8.05,US,1709170294
469,el bolson,-41.9667,-71.5167,49.84,84,0,4.14,AR,1709170294
470,barakani,-12.1356,44.4317,81.18,78,88,5.57,KM,1709170295
471,ilha de mocambique,-15.0342,40.7358,77.38,92,96,14.32,MZ,1709170296
472,alice,27.7523,-98.0697,62.51,36,100,16.11,US,1709170166
473,chulakkurgan,43.765,69.1814,23.9,79,99,4.25,KZ,1709170297
474,shihezi,44.3,86.0333,3.51,94,92,3.76,CN,1709170297
475,montmagny,48.9734,2.3469,48.96,87,100,11.5,FR,1709170298
476,rostov-na-donu,47.2364,39.7139,31.62,73,95,11.54,RU,1709170298
477,pacific grove,36.6177,-121.9166,59.7,79,0,6.91,US,1709170299
478,marsh harbour,26.5412,-77.0636,72.59,74,11,10.42,BS,1709170300
479,port macquarie,-31.4333,152.9167,85.89,61,1,13.0,AU,1709170300
480,vernon,50.2581,-119.2691,42.3,86,100,6.91,CA,1709170200
481,orchard homes,46.8633,-114.0484,44.74,63,100,4.61,US,1709170301
482,toulepleu guere,6.574,-8.4259,73.54,98,100,1.43,CI,1709170302
483,los angeles,34.0522,-118.2437,71.58,70,0,12.66,US,1709169943
484,alnashi,56.1874,52.4792,17.26,84,100,13.27,RU,1709170303
485,sidi akkacha,36.4647,1.3026,48.49,75,26,12.44,DZ,1709170304
486,kilindoni,-7.9139,39.6668,82.15,81,100,6.96,TZ,1709170304
487,villa yapacani,-17.4,-63.8333,74.93,85,54,2.55,BO,1709170305
488,dame-marie,18.5667,-74.4167,75.7,80,0,2.59,HT,1709170306
489,guiping,23.3925,110.0814,51.44,93,100,3.36,CN,1709170306
490,pathein,16.7833,94.7333,84.83,37,5,11.56,MM,1709170307
491,saint-joseph,-21.3667,55.6167,73.78,80,100,8.52,RE,1709170307
492,pervomayskoye,43.919,46.7102,31.82,89,11,8.88,RU,1709170308
493,yeed,4.55,43.0333,76.19,61,90,10.42,SO,1709170308
494,saldanha,-33.0117,17.9442,60.85,93,7,19.06,ZA,1709170309
495,freetown,8.484,-13.2299,78.55,82,13,9.06,SL,1709170309
496,inhambane,-23.865,35.3833,74.08,69,77,11.5,MZ,1709170310
497,poretskoye,55.1974,46.3291,21.29,81,100,11.65,RU,1709170311
498,kailua-kona,19.6406,-155.9956,78.76,76,40,12.66,US,1709170098
499,chepelare,41.7333,24.6833,31.39,88,100,4.76,BG,1709170311
500,bela,25.9333,81.9833,61.41,40,0,6.38,IN,1709170312
501,okha,53.5739,142.9478,2.14,86,30,10.63,RU,1709170312
502,maymana,35.9214,64.7836,24.46,97,100,2.33,AF,1709170313
503,acapulco de juarez,16.8634,-99.8901,80.42,74,20,5.75,MX,1709170313
504,tabou,4.423,-7.3528,76.39,91,93,8.46,CI,1709170314
505,arkalyk,50.2486,66.9114,3.47,74,0,4.74,KZ,1709170314
506,lauro de freitas,-12.8944,-38.3272,82.42,83,20,6.91,BR,1709170172
507,laguna,38.421,-121.4238,66.9,43,0,5.75,US,1709170314
508,jefferson city,38.5767,-92.1735,32.83,46,0,4.9,US,1709170315
509,bikenibeu village,1.3673,173.1241,89.56,74,40,11.5,KI,1709170315
510,sombrio,-29.1139,-49.6167,77.97,95,100,4.32,BR,1709170315
511,khandyga,62.6667,135.6,-18.94,97,100,1.25,RU,1709170315
512,korla,41.7597,86.1469,29.66,48,100,3.15,CN,1709170315
513,kruisfontein,-34.0033,24.7314,64.89,91,0,6.85,ZA,1709170316
514,port blair,11.6667,92.75,83.75,65,94,10.94,IN,1709170316
515,egilsstadir,65.2653,-14.3948,26.51,86,100,4.61,IS,1709170316
516,sievi,63.9,24.5,30.83,91,96,9.17,FI,1709170316
517,kayangel,8.0823,134.7173,81.28,84,100,23.78,PW,1709170317
518,puerto vilelas,-27.5141,-58.9391,76.05,92,100,10.36,AR,1709170317
519,tahe,52.3333,124.7333,6.35,73,69,7.02,CN,1709170317
520,ambon,-3.6954,128.1814,89.74,95,40,5.75,ID,1709170317
521,nikolayevsk-on-amure,53.1406,140.73,10.0,77,39,4.14,RU,1709170317
522,zwedru,6.0667,-8.1281,73.13,98,100,2.91,LR,1709170318
523,yanqul,23.5905,56.5501,65.52,80,5,3.83,OM,1709170318
524,joshua tree,34.1347,-116.3131,68.76,28,0,1.01,US,1709170318
525,boca suno,-0.7167,-77.1333,72.23,98,100,0.89,EC,1709170318
526,zubtsov,56.1753,34.5894,33.57,90,100,9.75,RU,1709170318
527,pinotepa nacional,16.3167,-98.0167,72.48,75,0,1.25,MX,1709170291
528,beaufort west,-32.3567,22.583,70.81,36,0,5.75,ZA,1709170319
529,jianshui,23.6363,102.8264,68.29,45,5,4.81,CN,1709170319
530,covington,39.0837,-84.5086,33.91,62,0,11.01,US,1709170319
531,umba,66.6871,34.3429,29.19,89,100,11.88,RU,1709170320
532,olyokminsk,60.3736,120.4264,-13.9,97,85,3.02,RU,1709170320
533,shalya,57.2471,58.7298,16.88,73,100,11.81,RU,1709170320
534,arkhangel'sk,64.5401,40.5433,33.91,86,75,6.71,RU,1709170320
535,sandnessjoen,66.0217,12.6316,37.92,95,100,16.4,NO,1709170321
536,zhangjiakou,40.81,114.8794,14.92,41,10,9.01,CN,1709170321
537,villa regina,-39.1,-67.0667,74.7,17,13,10.0,AR,1709170321
538,mildura,-34.2,142.15,86.97,31,6,9.19,AU,1709170318
539,fougamou,-1.2154,10.5838,75.13,96,98,0.92,GA,1709170321
540,okhotsk,59.3833,143.3,-0.26,76,0,13.31,RU,1709170322
541,carutapera,-1.195,-46.02,74.41,97,97,3.24,BR,1709170322
542,castillos,-34.1667,-53.8333,69.28,94,100,3.96,UY,1709170322
543,xining,36.6167,101.7667,18.54,72,100,4.12,CN,1709170323
544,vuktyl,63.8567,57.3094,27.1,98,100,4.0,RU,1709170323
545,howard springs,-12.497,131.047,89.98,82,44,7.16,AU,1709170323
546,aldan,58.6031,125.3894,-10.91,96,100,2.8,RU,1709170324
547,naze,28.3667,129.4833,67.12,87,91,16.58,JP,1709170324
548,nagqu,31.5,92.0,19.38,38,51,5.35,CN,1709170324
549,harburg,53.4667,9.9833,41.2,86,100,10.36,DE,1709170324
550,asau,46.4333,26.4,38.32,64,100,2.06,RO,1709170325
551,cedeira,43.6797,-8.0209,52.38,71,100,16.87,ES,1709170325
552,san luis de la loma,17.2706,-100.8939,74.12,80,37,2.89,MX,1709170325
553,lashkar gah,31.5938,64.3716,47.5,88,100,12.55,AF,1709170326
554,sinabang,2.4803,96.3801,82.74,77,95,2.28,ID,1709170326
555,cruzeiro do sul,-29.5128,-51.9853,78.53,91,100,2.19,BR,1709170326
556,guelmim,28.987,-10.0574,52.14,76,0,4.61,MA,1709170326
557,qaisumah,28.3112,46.1273,46.36,46,0,4.61,SA,1709170326
558,belyye vody,42.4167,69.8333,25.92,84,100,5.12,KZ,1709170327
559,torbeyevo,54.0797,43.2473,20.03,83,100,12.12,RU,1709170328
560,labytnangi,66.6572,66.4183,12.6,92,99,3.78,RU,1709170328
561,usogorsk,63.4106,48.6872,13.66,100,98,1.45,RU,1709170328
562,antalaha,-14.9003,50.2788,76.95,91,99,4.29,MG,1709170329
563,monchegorsk,67.9397,32.8739,28.35,95,100,13.42,RU,1709170329
564,coquimbo,-29.9533,-71.3436,65.93,88,40,5.75,CL,1709170252
565,rabo de peixe,37.8,-25.5833,58.51,72,75,6.91,PT,1709170330
566,lisala,2.15,21.5167,70.43,92,98,1.92,CD,1709170330
567,swakopmund,-22.6833,14.5333,63.99,86,30,7.83,NA,1709170331
568,xingtai,37.0631,114.4942,38.62,52,100,13.11,CN,1709170331
